ObjectNo,StepSequenceNo,SequenceNo,Datetime,LAACA_PR001,LAACA_PR002,LAACA_PR003,LAACA_PR004,LAACA_PR005,LAACA_PR006,LAACA_PR007,LAACA_PR008,LAACA_PR009,LAACA_PR010,LAACA_PR011,LAACA_PR012,LAACA_PR013,LAACA_PR014,LAACA_PR015,LAACA_PR016,LAACA_PR017,LAACA_PR018,LAACA_PR019,LAACA_PR020,LAACA_PR021,LAACA_PR022,LAACA_PR027,LAACA_PR028,LAACA_PR029,LAACA_PR030,LAACA_PR031,LAACA_PR032,LAACA_PR033,LAACA_PR034,LAACA_PR035,LAACA_PR036,LAACA_PR037,LAACA_PR038,LAACA_PR039,LAACA_PR040,LAACA_PR041,LAACA_PR042,LAACA_PR043,LAACA_PR044
对象号,工步号,顺序号,时间戳,结果_辊压速度,结果_传动侧主辊位置,结果_操作侧主辊位置,结果_传动侧上弯缸压力,结果_操作侧上弯缸压力,结果_上刀速比,结果_下刀速比,结果_上收速比,结果_下收速比,结果_毛刷速比,结果_放卷张力,结果_入牵张力,结果_出牵张力,结果_分切入牵张力,结果_上收卷张力,结果_下收卷张力,结果_上收卷锥度,结果_下收卷锥度,结果_放卷摆辊位置,结果_入牵摆辊位置,结果_出牵摆辊位置,结果_分切入牵摆辊位置,结果_上卷宽度偏移量,结果_下卷宽度偏移量,结果_极片厚度k值,结果_极片厚度b值,结果_激光功率,结果_激光频率,结果_激光离焦量,结果_激光脉宽,结果_激光器横向距离,结果_辊压长度,结果_分切长度,结果_放卷卷径,结果_上收卷长度,结果_上收卷卷径,结果_下收卷长度,结果_下收卷卷径,结果_激光除尘风速1,结果_激光除尘风速2
E3L2BC2432,0,22,2024-03-21 00:24:47,50.02246,467.2,599.8,14.74929,14.06733,0,0,1.15,1.15,1.5,59.15784,221.4567,121.9186,71.11346,60.1155,60.00538,5,5,50.06923,47.06581,53.38345,52.0074,0,0,1,5.5,40,210,-0.2488995,120,-10.7881,41.02253,41.90565,830.9913,41.90572,263.7309,41.90572,264.6082,32.56595,32.50995
E3L2BC2432,0,23,2024-03-21 00:24:53,12.57437,470.5,602.1,14.21891,13.28873,0,0,1.15,1.15,1.5,60.19388,219.3312,123.7771,75.25667,61.6886,62.01662,5,5,52.66462,25.11879,62.04662,67.29506,0,0,1,5.5,40,210,-0.2488995,120,-10.6829,45.02541,45.90854,830.2781,45.9086,264.8685,45.9086,266.0461,32.56655,32.75475
E3L2BC2432,0,24,2024-03-21 00:48:28,5.035948,471.2,602.2,13.16129,12.71484,0,0,1.15,1.15,1.5,59.96866,227.7299,121.6168,118.7371,59.72316,59.12461,5,5,50.01462,49.27092,50.4639,50.45309,0,0,1,5.5,40,210,-0.2488976,120,-10.68281,45.43794,46.32106,829.1438,46.32113,265.0509,46.32113,260.7582,32.3438,32.50718
E3L2BC2432,0,25,2024-03-21 00:48:41,4.954598,469.1,602,13.34486,12.88007,0,0,1.15,1.15,1.5,60.38137,233.4414,121.3653,118.6103,59.2346,59.69423,5,5,50.07384,55.69572,50.33685,48.32716,0,0,1,5.5,40,210,-0.2488995,120,-10.68281,45.97322,46.85635,829.2203,46.85641,265.2179,46.85641,260.0864,32.30143,32.4258
E3L2BC2432,0,26,2024-03-21 00:48:47,26.98881,465.6,601.1,13.62884,13.34499,0,0,1.15,1.15,1.5,59.80674,233.332,117.4245,115.5459,58.83102,58.65787,5,5,49.11308,62.74617,41.4579,38.8605,0,0,1,5.5,40,210,-0.2488995,120,-10.68281,46.91751,47.80064,829.206,47.8007,265.7924,47.8007,260.4204,32.50618,32.41132
E3L2BC2432,0,27,2024-03-21 00:48:53,50.00309,460.1,599.2,14.10622,13.63822,0,0,1.15,1.15,1.5,59.94309,226.9046,119.9821,118.1117,60.35665,61.10823,5,5,49.98692,47.39659,53.4015,56.75616,0,0,1,5.5,40,210,-0.2488995,120,-10.68281,51.58265,52.46577,829.1534,52.46584,266.4175,52.46584,261.5361,32.43972,32.60183
E3L2BC2432,0,28,2024-03-21 00:48:59,69.97256,458,598.9,14.211,14.01783,0,0,1.15,1.15,1.5,58.93992,233.9836,118.9108,115.635,59.36705,58.86113,5,5,48.00308,64.08803,44.99098,41.40617,0,0,1,5.5,40,210,-0.2488976,120,-10.75554,57.19074,58.07387,828.153,58.07393,267.5745,58.07393,263.025,32.43958,32.65012
E3L2BC2432,0,29,2024-03-21 00:49:05,71.61892,465.3,606.3,13.58657,13.1867,0,0,1.15,1.15,1.5,59.741,229.3881,120.2613,120.3321,59.78563,60.24001,5,5,50.12461,46.03419,51.85188,54.43457,0,0,1,5.5,40,210,-0.2488976,120,-11.00739,64.23854,65.12167,827.0474,65.12173,269.1041,65.12173,264.8282,32.30067,32.69183
E3L2BC2432,0,30,2024-03-21 00:49:11,89.96914,461.9,605.6,13.69044,13.27443,0,0,1.15,1.15,1.5,58.90096,227.4408,120.4977,119.9026,60.62404,60.34791,5,5,50.01615,44.4265,52.5594,54.92345,0,0,1,5.5,40,210,-0.2488976,120,-11.08366,73.12672,74.00985,825.8987,74.00992,271.6237,74.00992,267.0282,32.3492,32.7345
E3L2BC2432,0,31,2024-03-21 00:49:17,89.98463,458.9,602.4,14.05864,13.65452,0,0,1.15,1.15,1.5,59.21749,230.7302,119.874,119.1942,59.45702,59.92759,5,5,50.04385,46.24443,51.21655,52.26049,0,0,1,5.5,40,210,-0.2488995,120,-10.95407,82.18493,83.06805,824.5585,83.06812,273.5494,83.06812,269.6093,32.36337,32.4279
