batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP
E3J2BC0941,2024/3/18 11:00,141.87,703.91,6.86,0.66,483.22,485.16,13.8592,12.02217
E3J2BC0941,2024/3/18 11:00,140.82,1393.41,4.95,1.32,482.56,484.98,13.89256,12.34041
E3J2BC0941,2024/3/18 11:00,141.89,1797.62,4.97,1.67,482.56,484.98,13.72799,12.09508
E3J2BC0941,2024/3/18 11:00,141.79,2434.58,9.42,2.12,482.56,484.98,13.65406,12.27338
E3J2BC0941,2024/3/18 11:00,141.16,4093.34,19.98,3.58,477.41,483.57,14.33873,13.04713
E3J2BC0941,2024/3/18 11:00,139.54,5728.1,20.0,5.36,477.41,483.57,14.58643,13.07208
E3J2BC0941,2024/3/18 11:00,138.89,8860.55,40.01,7.63,481.68,483.97,14.22472,12.82792
E3J2BC0941,2024/3/18 11:01,138.4,12413.02,41.79,11.14,480.77,483.72,14.53139,13.21057
E3J2BC0941,2024/3/18 11:01,140.18,17664.94,65.06,16.21,485.66,490.03,14.53139,13.21057
E3J2BC0941,2024/3/18 11:01,140.57,24025.09,79.99,22.22,482.24,492.1,14.53139,13.21057
E3J2BC0941,2024/3/18 11:01,142.09,30550.81,79.98,28.5,485.24,495.1,13.87764,11.1558
E3J2BC0941,2024/3/18 11:01,142.54,36393.66,62.93,35.35,477.24,487.6,13.87764,11.1558
E3J2BC0941,2024/3/18 11:01,142.85,37849.87,3.9,37.91,482.95,489.23,13.87764,11.1558
E3J2BC0941,2024/3/18 11:01,143.24,37849.87,0.0,37.91,488.72,490.81,13.55212,10.95582
E3J2BC0941,2024/3/18 11:01,143.58,37849.87,0.0,37.91,488.72,490.81,13.55212,10.95582
E3J2BC0941,2024/3/18 11:01,143.55,37849.87,0.0,37.91,488.72,490.81,13.55212,10.95582
E3J2BC0941,2024/3/18 11:01,144.06,37940.98,3.71,37.92,488.72,490.81,13.55212,10.95582
E3J2BC0941,2024/3/18 11:02,141.44,39092.13,4.97,39.09,487.07,490.35,13.37003,11.40902
E3J2BC0941,2024/3/18 11:02,142.29,39494.93,4.97,39.44,487.07,490.35,13.43821,11.29612
E3J2BC0941,2024/3/18 11:02,141.92,39898.97,5.0,39.83,487.07,490.35,13.15441,11.23932
E3J2BC0941,2024/3/18 11:02,141.41,40306.67,4.99,40.27,487.07,490.35,13.03647,11.23043
E3J2BC0941,2024/3/18 11:02,141.64,40717.28,5.0,40.65,487.07,490.35,13.34547,11.44908
E3J2BC0941,2024/3/18 11:02,142.22,41127.96,4.97,41.1,487.07,490.35,13.31644,11.276
E3J2BC0941,2024/3/18 11:02,141.69,41515.87,4.97,41.48,487.07,490.35,13.2801,11.39233
E3J2BC0941,2024/3/18 11:02,142.68,41921.18,4.97,41.87,487.07,490.35,12.99746,11.25425
E3J2BC0941,2024/3/18 11:02,142.42,42324.6,4.95,42.31,487.07,490.35,13.0933,11.26131
E3J2BC0941,2024/3/18 11:02,141.63,42729.35,4.99,42.66,487.07,490.35,13.53194,11.23021
E3J2BC0941,2024/3/18 11:02,139.49,43572.63,14.5,43.15,487.07,490.35,13.53194,11.23021
E3J2BC0941,2024/3/18 11:03,140.1,46058.73,29.98,45.65,481.87,488.93,13.50628,11.69246
E3J2BC0941,2024/3/18 11:03,139.91,48496.18,29.99,47.81,482.0,489.69,13.83421,11.66837
E3J2BC0941,2024/3/18 11:03,141.35,50937.23,29.98,50.53,482.0,489.69,13.96018,11.59147
E3J2BC0941,2024/3/18 11:03,141.28,53383.51,29.98,52.65,482.0,489.69,13.9843,11.65627
E3J2BC0941,2024/3/18 11:03,141.42,60661.6,29.99,60.18,482.0,489.69,13.79141,11.63333
E3J2BC0941,2024/3/18 11:03,140.57,67665.63,30.01,67.31,478.37,481.69,13.39523,11.71729
E3J2BC0941,2024/3/18 11:03,139.26,69879.03,24.63,69.65,478.37,481.69,14.24245,13.10499
E3J2BC0941,2024/3/18 11:03,139.82,69890.34,0.0,70.05,481.83,482.64,14.37107,13.00719
E3J2BC0941,2024/3/18 11:04,140.13,69890.34,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.08,69890.3,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.32,69890.34,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.31,69890.34,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.44,69890.34,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.32,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.48,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.39,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.56,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.47,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.62,69890.38,0.0,70.05,481.83,482.64,0,0
E3J2BC0941,2024/3/18 11:04,140.53,69890.42,0.0,70.05,481.83,482.64,0,0
