batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second
E3J2BC0941,2024/3/18 11:01,142.09,4550.810000000001,79.98,28.5,485.24,495.1,13.87764,11.1558,140.22191100426184
E3J2BC0941,2024/3/18 11:01,142.54,10393.660000000003,62.93,35.35,477.24,487.6,13.87764,11.1558,142.8249504950495
E3J2BC0941,2024/3/18 11:01,142.85,11849.870000000003,3.9,37.91,482.95,489.23,13.87764,11.1558,141.2229592959296
E3J2BC0941,2024/3/18 11:01,143.24,11849.870000000003,0.0,37.91,488.72,490.81,13.55212,10.95582,141.2229592959296
E3J2BC0941,2024/3/18 11:01,143.58,11849.870000000003,0.0,37.91,488.72,490.81,13.55212,10.95582,141.2229592959296
E3J2BC0941,2024/3/18 11:01,143.55,11849.870000000003,0.0,37.91,488.72,490.81,13.55212,10.95582,141.2229592959296
E3J2BC0941,2024/3/18 11:01,144.06,11940.980000000003,3.71,37.92,488.72,490.81,13.55212,10.95582,141.1227282728273
E3J2BC0941,2024/3/18 11:02,141.44,13092.129999999997,4.97,39.09,487.07,490.35,13.37003,11.40902,143.76564851319745
E3J2BC0941,2024/3/18 11:02,142.29,13494.93,4.97,39.44,487.07,490.35,13.43821,11.29612,144.77378021443974
E3J2BC0941,2024/3/18 11:02,141.92,13898.970000000001,5.0,39.83,487.07,490.35,13.15441,11.23932,145.3992215808251
E3J2BC0941,2024/3/18 11:02,141.41,14306.669999999998,4.99,40.27,487.07,490.35,13.03647,11.23043,145.77953183395823
E3J2BC0941,2024/3/18 11:02,141.64,14717.279999999999,5.0,40.65,487.07,490.35,13.34547,11.44908,146.16255659000188
E3J2BC0941,2024/3/18 11:02,142.22,15127.96,4.97,41.1,487.07,490.35,13.31644,11.276,146.54564664336638
E3J2BC0941,2024/3/18 11:02,141.69,15515.870000000003,4.97,41.48,487.07,490.35,13.2801,11.39233,146.56865201954298
E3J2BC0941,2024/3/18 11:02,142.68,15921.18,4.97,41.87,487.07,490.35,12.99746,11.25425,146.29805996419142
E3J2BC0941,2024/3/18 11:02,142.42,16324.599999999999,4.95,42.31,487.07,490.35,13.0933,11.26131,146.02872970594484
E3J2BC0941,2024/3/18 11:02,141.63,16729.35,4.99,42.66,487.07,490.35,13.53194,11.23021,145.75851151640217
E3J2BC0941,2024/3/18 11:02,139.49,17572.629999999997,14.5,43.15,487.07,490.35,13.53194,11.23021,145.51172314698684
E3J2BC0941,2024/3/18 11:03,140.1,20058.730000000003,29.98,45.65,481.87,488.93,13.50628,11.69246,148.39304111088873
E3J2BC0941,2024/3/18 11:03,139.91,22496.18,29.99,47.81,482.0,489.69,13.83421,11.66837,148.611913391959
E3J2BC0941,2024/3/18 11:03,141.35,24937.230000000003,29.98,50.53,482.0,489.69,13.96018,11.59147,147.92797104438378
E3J2BC0941,2024/3/18 11:03,141.28,27383.510000000002,29.98,52.65,482.0,489.69,13.9843,11.65627,147.7528643606685
E3J2BC0941,2024/3/18 11:03,141.42,34661.6,29.99,60.18,482.0,489.69,13.79141,11.63333,149.12898755004215
E3J2BC0941,2024/3/18 11:03,140.57,41665.630000000005,30.01,67.31,478.37,481.69,13.39523,11.71729,145.97540640557042
E3J2BC0941,2024/3/18 11:03,139.26,43879.03,24.63,69.65,478.37,481.69,14.24245,13.10499,144.89032403119273
