batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second
E3M2BC1771,2024-03-21 16:21:06,139.98,430013.25,99.99,454.35,577.72,725.51,14.32492,13.2709,142.0502610855343
E3M2BC1771,2024-03-21 16:21:20,140.53,454342.38,99.99,479.26,577.71,725.07,14.17445,13.3534,142.4021492092257
E3M2BC1771,2024-03-21 16:21:34,140.24,477299.84,99.99,501.81,577.71,725.07,14.2994,13.36244,142.41858479532164
E3M2BC1771,2024-03-21 16:21:39,140.15,485501.78,100.01,509.39,576.69,724.01,14.36435,13.33145,142.21636024271845
E3M2BC1771,2024-03-21 16:21:44,140.0,493735.88,99.99,519.42,576.69,724.01,14.63246,13.45032,142.23313595342066
E3M2BC1771,2024-03-21 16:21:49,140.2,501959.0,99.99,526.78,577.18,724.87,14.6058,13.42698,141.87911671924292
E3M2BC1771,2024-03-21 16:21:54,140.08,510193.31000000006,100.01,534.26,577.18,724.87,14.42351,13.40591,142.35104628279885
E3M2BC1771,2024-03-21 16:21:59,140.12,518543.93999999994,100.01,544.23,576.8,724.01,14.534,13.40776,142.44435445593302
E3M2BC1771,2024-03-21 16:22:04,140.02,526629.06,99.99,551.86,576.8,724.01,14.4388,13.38587,142.23139708879185
E3M2BC1771,2024-03-21 16:22:09,140.3,535140.0,99.99,559.57,576.5,724.55,14.37899,13.48898,142.23678017810028
E3M2BC1771,2024-03-21 16:22:14,140.02,543043.94,99.99,567.16,576.5,724.55,14.53075,13.59517,142.16764282267792
E3M2BC1771,2024-03-21 16:22:19,140.08,551256.44,99.99,577.05,576.34,723.94,14.48236,13.52637,142.0881594620557
E3M2BC1771,2024-03-21 16:22:24,139.9,559511.94,99.99,584.58,576.34,723.94,14.37188,13.36206,142.22695322346098
E3M2BC1771,2024-03-21 16:22:28,140.15,567714.0,99.98,592.65,576.23,724.86,14.43539,13.36791,141.93479883664565
E3M2BC1771,2024-03-21 16:22:33,139.85,575916.25,99.99,600.25,576.23,724.86,14.44878,13.42664,142.64166158536585
E3M2BC1771,2024-03-21 16:22:38,140.02,584150.25,99.99,610.16,576.38,724.7,14.22686,13.38384,142.18233438485805
E3M2BC1771,2024-03-21 16:22:44,139.91,592735.13,99.98,617.67,576.38,724.7,14.17915,13.30049,142.48088755458517
E3M2BC1771,2024-03-21 16:22:58,140.12,616766.69,99.98,642.46,576.24,725.13,14.10625,13.38539,141.9728644819079
E3M2BC1771,2024-03-21 16:23:12,140.04,639713.63,99.99,665.26,576.24,725.13,14.14689,13.33876,142.27710480582525
E3M2BC1771,2024-03-21 16:23:17,140.3,647915.56,99.99,672.58,575.97,724.76,14.06527,13.42871,142.2946105467801
E3M2BC1771,2024-03-21 16:23:22,139.84,656128.19,100.01,680.23,575.97,724.76,14.3454,13.35295,142.76019949710837
E3M2BC1771,2024-03-21 16:23:27,140.06,664351.5,99.98,688.04,576.16,725.14,14.37376,13.39136,142.10238425925925
E3M2BC1771,2024-03-21 16:23:32,140.0,672574.69,99.96,698.39,576.16,725.14,14.33211,13.36478,142.08843882695106
E3M2BC1771,2024-03-21 16:23:36,140.03,680787.56,99.98,706.1,575.91,725.14,14.32661,13.36436,141.51534188532557
E3M2BC1771,2024-03-21 16:23:42,139.9,689223.19,99.98,713.47,575.91,725.14,14.17481,13.34229,142.06201315214753
E3M2BC1771,2024-03-21 16:23:46,140.05,697233.88,99.99,723.2,576.33,725.28,14.05181,13.33456,142.37325800065986
E3M2BC1771,2024-03-21 16:23:51,140.05,705467.94,99.98,730.51,576.33,725.28,14.06433,13.38352,142.54394028427802
E3M2BC1771,2024-03-21 16:23:56,139.85,713669.88,99.99,740.04,575.87,725.12,14.09995,13.50623,142.5037095238095
E3M2BC1771,2024-03-21 16:24:01,140.1,721882.56,99.99,747.47,575.87,725.12,14.25982,13.32724,142.0214878214459
E3M2BC1771,2024-03-21 16:24:06,140.02,730105.88,99.99,754.87,576.19,725.07,14.32635,13.43356,141.93877298474945
E3M2BC1771,2024-03-21 16:24:11,140.15,738339.88,99.99,762.36,576.19,725.07,14.38024,13.29919,141.7808921282799
E3M2BC1771,2024-03-21 16:24:16,139.85,746573.94,99.98,771.52,575.99,724.57,14.27403,13.2906,142.09537649635038
E3M2BC1771,2024-03-21 16:24:21,140.18,754797.0,99.99,781.1,575.99,724.57,14.16925,13.32061,142.20228362351756
E3M2BC1771,2024-03-21 16:24:36,139.98,779307.25,99.98,803.79,575.82,724.8,14.16602,13.34886,142.6824769357496
E3M2BC1771,2024-03-21 16:24:50,140.19,802222.13,99.99,828.14,575.82,724.8,14.15907,13.32737,141.69783498542273
E3M2BC1771,2024-03-21 16:24:55,140.1,810466.38,99.99,835.5,575.73,724.26,14.25703,13.4726,142.1514462661153
E3M2BC1771,2024-03-21 16:24:59,140.09,818700.75,99.99,843.1,575.73,724.26,14.3604,13.33519,142.11153790087462
E3M2BC1771,2024-03-21 16:25:04,139.82,826902.69,99.99,852.85,575.73,724.26,14.40923,13.3639,142.35137186136694
E3M2BC1771,2024-03-21 16:25:09,140.32,835125.81,99.99,860.42,576.42,724.73,14.20111,13.21234,141.8955850627413
E3M2BC1771,2024-03-21 16:25:14,140.32,843338.63,99.99,867.92,576.42,724.73,14.52668,13.54252,142.08460693165296
E3M2BC1771,2024-03-21 16:25:19,140.34,851562.06,99.99,877.92,574.34,723.87,14.52668,13.54252,142.64375122543072
E3M2BC1771,2024-03-21 16:25:24,139.77,859774.06,99.99,884.68,574.34,723.87,14.39753,13.37985,142.4255119037812
E3M2BC1771,2024-03-21 16:25:29,140.06,867997.81,99.99,892.27,576.27,724.13,14.09613,13.24635,142.14318732748893
E3M2BC1771,2024-03-21 16:25:34,140.3,876231.81,99.99,901.51,576.27,724.13,14.12954,13.25905,141.8278312120476
E3M2BC1771,2024-03-21 16:25:39,140.22,884465.69,99.99,908.82,574.68,723.37,14.12954,13.25905,142.1732439464068
E3M2BC1771,2024-03-21 16:25:44,139.94,892678.31,99.98,919.0,574.68,723.37,14.32418,13.49723,142.41440587806653
E3M2BC1771,2024-03-21 16:25:49,139.86,900890.88,99.99,926.36,576.08,722.98,14.32858,13.33427,142.05872253041363
E3M2BC1771,2024-03-21 16:25:54,140.02,909103.81,99.99,933.65,576.08,722.98,14.3904,13.32984,142.4679998786702
E3M2BC1771,2024-03-21 16:25:59,139.93,917327.13,100.01,943.6,575.58,723.55,14.3904,13.32984,141.94939407894736
E3M2BC1771,2024-03-21 16:26:13,140.26,941678.06,99.99,968.17,575.58,723.55,14.31057,13.25832,142.16212993568348
E3M2BC1771,2024-03-21 16:26:27,140.02,964773.44,99.98,990.61,574.99,722.84,14.28389,13.25837,142.55830369290575
E3M2BC1771,2024-03-21 16:26:32,139.91,972847.81,99.98,998.19,574.99,722.84,14.34824,13.3959,142.06351231988472
E3M2BC1771,2024-03-21 16:26:37,140.07,981039.13,99.98,1005.62,576.11,722.99,14.3726,13.46952,142.10870951231288
E3M2BC1771,2024-03-21 16:26:42,140.11,989273.31,99.98,1015.77,576.11,722.99,14.23151,13.41013,142.30014
E3M2BC1771,2024-03-21 16:26:47,140.03,997475.44,99.98,1023.15,574.89,723.16,14.331,13.43178,141.7946455782313
E3M2BC1771,2024-03-21 16:26:52,140.07,1005730.38,99.98,1030.77,574.89,723.16,14.43485,13.47065,142.17835451456313
E3M2BC1771,2024-03-21 16:26:57,139.87,1013932.69,99.99,1038.35,575.8,722.4,14.50739,13.28713,141.86353221574345
E3M2BC1771,2024-03-21 16:27:02,139.9,1022156.25,99.99,1048.44,575.8,722.4,14.33224,13.293,142.32066129032256
E3M2BC1771,2024-03-21 16:27:07,139.92,1030421.75,99.99,1055.92,575.69,723.52,14.25506,13.26851,142.4949032907404
E3M2BC1771,2024-03-21 16:27:12,140.2,1038602.6299999999,99.98,1063.4,575.69,723.52,14.34013,13.47847,142.14927759669177
E3M2BC1771,2024-03-21 16:27:17,139.96,1046847.1299999999,99.98,1073.7,575.24,722.54,14.20887,13.46156,141.90128344660195
E3M2BC1771,2024-03-21 16:27:22,139.89,1055038.75,99.99,1081.25,575.24,722.54,14.24925,13.55327,141.56565555825833
E3M2BC1771,2024-03-21 16:27:27,139.93,1063262.0,99.99,1088.77,575.72,723.56,14.46109,13.55238,141.8795637421231
E3M2BC1771,2024-03-21 16:27:32,140.29,1071485.25,99.98,1098.39,575.72,723.56,14.47559,13.47327,141.73052682455292
E3M2BC1771,2024-03-21 16:27:36,140.02,1079698.0,99.96,1105.8,574.74,722.67,14.40201,13.47596,142.34971567436207
E3M2BC1771,2024-03-21 16:27:51,140.19,1104102.0,99.99,1130.94,574.74,722.67,14.34456,13.40692,141.87962932454695
E3M2BC1771,2024-03-21 16:28:05,139.92,1127016.63,99.98,1153.59,574.7,722.87,14.35542,13.39111,142.1124802184466
E3M2BC1771,2024-03-21 16:28:10,139.94,1135229.5,99.99,1161.49,574.7,722.87,14.2511,13.4771,141.9091962346126
E3M2BC1771,2024-03-21 16:28:15,140.02,1143452.63,99.99,1168.84,575.3,723.2,14.20114,13.45251,142.4608687590887
E3M2BC1771,2024-03-21 16:28:20,140.34,1151995.13,99.98,1178.79,575.3,723.2,14.2416,13.55401,142.06224602439025
E3M2BC1771,2024-03-21 16:28:25,139.96,1159931.38,99.98,1186.3,574.07,722.15,14.53073,13.67163,142.2578897988854
E3M2BC1771,2024-03-21 16:28:30,139.79,1168133.63,99.96,1193.54,574.07,722.15,14.53073,13.67163,141.60352765492107
E3M2BC1771,2024-03-21 16:28:35,139.85,1176388.5,99.96,1201.15,575.39,723.33,14.42446,13.53641,141.81607664233576
E3M2BC1771,2024-03-21 16:28:40,140.35,1184654.75,99.99,1210.41,575.39,723.33,14.28923,13.31764,142.13452537903757
E3M2BC1771,2024-03-21 16:28:45,140.08,1192877.88,99.99,1217.76,573.61,722.6,14.47783,13.45695,142.34992379630435
E3M2BC1771,2024-03-21 16:28:50,139.93,1201112.0,99.99,1227.04,573.61,722.6,14.52961,13.46663,142.39992712761344
E3M2BC1771,2024-03-21 16:28:55,139.83,1209431.13,99.98,1234.43,574.95,722.68,14.38486,13.34809,141.69597888861927
E3M2BC1771,2024-03-21 16:28:59,140.08,1217537.38,99.99,1244.27,574.95,722.68,14.38486,13.34809,141.9222425987625
E3M2BC1771,2024-03-21 16:29:04,139.9,1225739.63,99.98,1251.4,573.9,723.34,14.32313,13.60175,142.24554504550053
E3M2BC1771,2024-03-21 16:29:09,139.94,1233973.38,99.98,1259.38,573.9,723.34,14.2463,13.6161,141.70127971824144
E3M2BC1771,2024-03-21 16:29:14,139.91,1242196.75,99.98,1269.37,574.92,723.0,14.31331,13.51883,141.89487834549877
E3M2BC1771,2024-03-21 16:29:29,140.02,1266898.75,99.98,1291.68,574.92,723.0,14.38377,13.38784,142.4005865760162
E3M2BC1771,2024-03-21 16:29:43,139.93,1289547.63,99.98,1314.34,574.78,722.91,14.33741,13.35179,142.378771869783
E3M2BC1771,2024-03-21 16:29:48,140.08,1297749.5,99.98,1324.32,574.78,722.91,14.31932,13.379,142.49085054678005
E3M2BC1771,2024-03-21 16:29:53,139.79,1305972.88,99.98,1331.82,574.28,723.28,14.20404,13.48934,141.86905978878963
E3M2BC1771,2024-03-21 16:29:58,139.92,1314185.63,99.98,1339.34,574.28,723.28,14.22096,13.49295,142.32199066647433
E3M2BC1771,2024-03-21 16:30:03,139.83,1322409.0,99.98,1349.43,575.28,723.42,14.07205,13.41366,142.21258768511302
E3M2BC1771,2024-03-21 16:30:07,139.9,1330611.13,99.98,1356.95,575.28,723.42,14.19747,13.4255,141.97624333748442
E3M2BC1771,2024-03-21 16:30:12,140.06,1338834.38,99.98,1364.76,575.25,723.7,14.08572,13.4027,142.4180828258222
E3M2BC1771,2024-03-21 16:30:17,140.06,1347057.25,99.98,1372.12,575.25,723.7,14.1879,13.274,142.18434386391252
E3M2BC1771,2024-03-21 16:30:22,140.12,1355270.38,99.98,1381.95,575.04,723.14,14.22625,13.26596,141.58576757201647
