产品型号,批次膜卷号,操作员工号,扫描方向,厚度下限,厚度目标,厚度上限,极限偏离,设备编号,正负极,时间,负校准(um),正校准(um),k值,b值,厚度平均值,分区数,左厚度均值,右厚度均值,厚度1,厚度2,厚度3,厚度4,厚度5,厚度6,厚度7,厚度8,厚度9,厚度10,分条1起点卷长(mm),分条1终点卷长(mm),分条2起点卷长(mm),分条2终点卷长(mm),卷长,辊压速度(m/min), 辊压记米(m),主轧传动侧主缸辊缝(um), 主轧操作侧主缸辊缝(um),主轧传动侧主缸压力(t), 主轧操作侧主缸压力(t),主轧传动侧上弯缸压力(t),主轧传动侧下弯缸压力(t), 主轧操作侧上弯缸压力(t), 主轧操作侧下弯缸压力(t), 从轧传动侧主缸辊缝(um), 从轧操作侧主缸辊缝(um),从轧传动侧主缸压力(t),从轧操作侧主缸压力(t), 从轧传动侧上弯缸压力(t), 从轧传动侧下弯缸压力(t), 从轧操作侧上弯缸压力(t), 从轧操作侧下弯缸压力(t), 放卷张力(N), 入口pinch(除皱)张力(N), 中间pinch张力(N), 出口pinch(除皱)张力(N), 收卷张力1(N), 收卷张力2(N), 分切张力(N),本机闭环开关状态, 闭环软件与plc连接状态, 辊压机闭环开关状态,辊压机运行状态,辊压机报警信息代号,放卷A轴卷径 ,收卷1B轴卷径 ,收卷2B轴卷径 ,闭环拉伸进料张力 ,闭环拉伸出料张力 ,闭环拉伸A1压力 ,闭环拉伸A2压力 ,闭环拉伸A3压力 ,闭环拉伸A4压力 ,闭环拉伸A5压力 ,闭环拉伸B1压力 ,闭环拉伸B2压力 ,闭环拉伸B3压力 ,闭环拉伸B4压力 ,闭环拉伸B5压力 ,除尘风速1 ,除尘风速2,除尘风速3 ,除尘风速4,除尘风速5,除尘负压1 ,除尘负压2 ,轧辊寿命 ,切刀寿命 ,毛刷寿命 ,CCD外观NG类型 ,是否打标 ,闭环加权左均厚, 闭环加权右均厚,闭环左侧调节量, 闭环右侧调节量, 闭环辊压机距离,闭环最大调节量, 闭环最小调节量, 闭环左侧单位调节量,闭环右侧单位调节量,闭环最大加权趟数, 闭环最小加权趟数, 联动引带状态
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.801,1,1.5,141.87,10,141.035,142.704,140.83,141.03,140.8,141.18,141.33,141.97,143.06,142.87,142.97,142.66,464.3667,530.4186,530.4186,617.5586,703.91,6.86,0.66,483.22,485.16,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,140.82,10,140.056,141.579,139.79,139.69,139.9,140.27,140.63,140.89,141.97,141.87,141.68,141.48,1216.778,1149.273,1149.273,1092.999,1393.41,4.95,1.32,482.56,484.98,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,141.89,10,140.847,142.937,140.44,140.63,140.78,140.85,141.52,142.25,143.14,143.18,143.06,143.05,1518.528,1586.818,1586.818,1646.744,1797.62,4.97,1.67,482.56,484.98,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,141.79,10,141.128,142.451,141.39,140.6,141.15,141.06,141.44,141.8,142.46,142.69,142.73,142.57,2016.628,1971.663,1971.663,1888.097,2434.58,9.42,2.12,482.56,484.98,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,141.16,10,140.756,141.554,140.64,140.71,140.67,140.86,140.91,141.58,141.97,141.64,141.51,141.06,2959.655,3204.385,3204.385,3476.722,4093.34,19.98,3.58,477.41,483.57,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,139.54,10,139.199,139.885,139.47,139.1,139.19,139.04,139.19,139.68,140.72,140.44,140.31,138.27,4967.683,4741.252,4741.252,4459.687,5728.1,20,5.36,477.41,483.57,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:00,-85.383,499.836,1,1.5,138.89,10,138.147,139.639,138.45,138.28,138.16,138.11,137.74,138.34,139.67,140.13,140.23,139.83,6555.758,7144.178,7144.178,7687.006,8860.55,40.01,7.63,481.68,483.97,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,138.4,10,137.892,138.901,138.1,137.71,137.65,138.03,137.98,138.3,138.96,138.91,139.25,139.08,10695.51,10165.17,10165.17,9583.311,12413.02,41.79,11.14,480.77,483.72,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.67,139.76,1,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,140.18,10,140.111,140.253,139.84,140.01,140.18,140.39,140.15,140.62,141.02,140.55,139.77,139.3,13841.94,14859.93,14859.93,15475.01,17664.94,65.06,16.21,485.66,490.03,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.41,139.47,1,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,140.57,10,140.351,140.796,142.88,140.68,139.43,139.33,139.43,140.13,140.93,140.79,141,141.13,20994.52,20070.73,20070.73,18900.49,24025.09,79.99,22.22,482.24,492.1,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.84,139.67,3.48,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,142.09,10,141.249,142.927,140.99,140.54,140.8,141.69,142.22,142.71,143.3,143.19,142.72,142.72,26064.26,27058.03,27058.03,28137.36,30550.81,79.98,28.5,485.24,495.1,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.14,139.9,2.57,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,142.54,10,141.849,143.239,141.65,141.45,141.53,142.21,142.41,142.86,143.52,143.26,143.01,143.55,34291.58,33118.32,33118.32,32055.52,36393.66,62.93,35.35,477.24,487.6,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.5,140.41,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,142.85,10,142.466,143.243,143,142.47,142.32,142.21,142.33,142.93,143.52,143.25,143.27,143.24,37329.39,37618.25,37618.25,37822.89,37849.87,3.9,37.91,482.95,489.23,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.84,140.82,0,-2.45,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,143.24,10,142.887,143.605,143.07,142.89,142.69,142.92,142.86,143.03,144,143.81,143.69,143.49,37849.87,37849.87,37849.87,37849.87,37849.87,0,37.91,488.72,490.81,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.17,141.12,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,143.58,10,143.151,144.006,143.37,143.1,142.93,143.23,143.12,143.41,144.32,144.15,144.2,143.96,37849.87,37849.87,37849.87,37849.87,37849.87,0,37.91,488.72,490.81,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.48,141.4,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.383,499.836,1,1.5,143.55,10,143.172,143.927,143.29,143.29,142.93,143.2,143.16,143.34,144.37,144.13,143.94,143.86,37849.87,37849.87,37849.87,37849.87,37849.87,0,37.91,488.72,490.81,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.75,141.67,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:01,-85.53,499.836,1,1.5,144.06,10,143.624,144.498,143.85,143.53,143.48,143.61,143.65,143.91,144.89,144.69,144.57,144.43,37849.87,37849.87,37849.87,37849.83,37940.98,3.71,37.92,488.72,490.81,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.15,142.07,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.44,10,140.574,142.306,140.71,140.39,140.31,140.68,140.78,141.38,142.37,142.54,142.62,142.62,38906.31,38860.56,38860.56,38777.58,39092.13,4.97,39.09,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,142.29,10,141.311,143.277,141.32,141.04,141.04,141.34,141.8,142.47,143.52,143.48,143.59,143.33,39215.95,39277.25,39277.25,39343.66,39494.93,4.97,39.44,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.92,10,141.172,142.666,141.19,141.18,140.83,141.19,141.47,141.88,142.73,142.92,142.72,143.08,39712.09,39652.4,39652.4,39587.17,39898.97,5,39.83,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.41,10,140.892,141.928,141.06,140.89,140.66,140.9,140.96,141.44,142.07,142.09,142.28,141.76,40022.79,40099.8,40099.8,40151.4,40306.67,4.99,40.27,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.64,10,140.999,142.283,141.21,140.83,140.63,141.17,141.16,141.88,142.67,142.39,142.38,142.09,40522.46,40460.81,40460.81,40393.42,40717.28,5,40.65,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,142.22,10,141.947,142.5,142.59,142.01,141.56,141.72,141.85,142.04,142.7,142.74,142.85,142.17,40831.2,40892.66,40892.66,40959.61,41127.96,4.97,41.1,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.69,10,140.958,142.419,141.18,140.81,140.98,141.07,140.74,141.56,142.64,142.69,142.6,142.62,41333.54,41277.15,41277.15,41201.36,41515.87,4.97,41.48,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,142.68,10,141.898,143.469,141.97,141.63,141.6,141.99,142.29,142.99,143.53,143.51,143.82,143.5,41650.41,41705.74,41705.74,41777.88,41921.18,4.97,41.87,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,142.42,10,141.895,142.94,141.98,141.61,141.74,142.08,142.06,142.53,143.17,142.97,143.11,142.92,42163.47,42081.36,42081.36,42024.02,42324.6,4.95,42.31,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,141.63,10,141.464,141.79,141.9,141.5,141.26,141.3,141.36,141.62,142.06,141.95,141.82,141.5,42451.63,42517.96,42517.96,42580.09,42729.35,4.99,42.66,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:02,-85.53,499.827,1,1.5,139.49,10,139.723,139.259,140.48,139.71,139.44,139.52,139.47,139.59,140.39,139.97,139.65,136.69,42950.4,42888.51,42888.51,42821.48,43572.63,14.5,43.15,487.07,490.35,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.53,499.827,1,1.5,140.1,10,140.105,140.094,140.62,140.16,140.03,139.79,139.92,139.67,140.62,140.44,140.3,139.45,44362.47,44740.52,44740.52,45223.23,46058.73,29.98,45.65,481.87,488.93,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.53,499.827,1,1.5,139.91,10,139.473,140.354,139.86,139.55,139.1,139.24,139.62,139.85,140.5,140.66,140.47,140.28,47386.92,47015,47015,46633.76,48496.18,29.99,47.81,482,489.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.91,139.68,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.53,499.827,1,1.5,141.35,10,141.021,141.684,140.78,141.06,141,140.96,141.31,141.47,141.8,141.73,141.83,141.59,49250.08,49622.44,49622.44,50026.72,50937.23,29.98,50.53,482,489.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.77,139.9,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.53,499.827,1,1.5,141.28,10,140.84,141.711,141.15,140.59,140.58,140.71,141.17,141.32,142,141.95,141.91,141.38,52265.42,51895.77,51895.77,51488.27,53383.51,29.98,52.65,482,489.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.08,140.35,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.752,499.827,1,1.5,141.42,10,140.511,142.324,140.48,140.18,140.3,140.61,140.98,141.6,142.51,142.72,142.48,142.31,58988.9,59361.77,59361.77,59820.36,60661.6,29.99,60.18,482,489.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.23,140.63,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.752,499.847,1,1.5,140.57,10,139.998,141.148,140.2,140.18,139.82,139.96,139.84,140.29,141.2,141.41,141.57,141.27,66556.88,66113.72,66113.72,65709.16,67665.63,30.01,67.31,478.37,481.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.28,140.91,0,-2.73,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.752,499.847,1,1.5,139.26,10,138.873,139.643,139.67,139.08,138.6,138.52,138.51,138.92,139.82,139.77,140.05,139.66,68354.06,68889.04,68889.04,69163.06,69879.03,24.63,69.65,478.37,481.69,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.24,140.95,0,-2.84,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:03,-85.752,499.847,1,1.5,139.82,10,139.51,140.135,139.98,139.57,139.12,139.27,139.61,140.03,140.63,140.26,139.88,139.88,69892.86,69903.62,69903.62,69929.14,69890.34,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.07,140.78,0,-2.34,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.13,10,139.872,140.379,140.44,140.06,139.82,139.36,139.69,140.18,140.76,140.71,140.36,139.88,69890.3,69890.3,69890.3,69890.34,69890.34,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140.71,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.08,10,139.889,140.274,140.21,140.02,140.03,139.58,139.6,140.05,140.53,140.67,140.38,139.74,69890.3,69890.3,69890.3,69890.34,69890.3,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.99,140.67,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.32,10,140.094,140.55,140.59,140.22,140.02,139.71,139.93,140.49,140.92,140.81,140.54,139.99,69890.34,69890.3,69890.3,69890.34,69890.34,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.01,140.77,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.31,10,140.127,140.489,140.56,140.26,140.13,139.7,139.98,140.35,140.93,140.81,140.45,139.89,69890.34,69890.34,69890.34,69890.34,69890.34,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.01,140.82,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.44,10,140.218,140.658,140.63,140.37,140.17,139.82,140.1,140.49,141.09,140.93,140.59,140.19,69890.34,69890.34,69890.34,69890.38,69890.34,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.32,10,140.119,140.52,140.55,140.31,140.23,139.73,139.78,140.31,140.83,140.85,140.62,140,69890.38,69890.34,69890.34,69890.34,69890.38,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,正向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.48,10,140.257,140.707,140.62,140.42,140.26,139.82,140.16,140.49,141.16,140.93,140.73,140.23,69890.34,69890.38,69890.38,69890.38,69890.38,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
280Ah,E3J2BC0941,飞带,反向,137,140,143,50,2#,负极,2024/3/18 11:04,-85.752,499.847,1,1.5,140.39,10,140.191,140.58,140.8,140.32,140.2,139.62,140.02,140.28,141.01,140.81,140.66,140.14,69890.38,69890.38,69890.38,69890.38,69890.38,0,70.05,481.83,482.64,41.9,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,-3,-3,10,3,无
