产品型号,批次膜卷号,操作员工号,扫描方向,厚度下限,厚度目标,厚度上限,极限偏离,设备编号,正负极,时间,负校准(um),正校准(um),k值,b值,厚度平均值,分区数,左厚度均值,右厚度均值,厚度1,厚度2,厚度3,厚度4,厚度5,厚度6,厚度7,厚度8,厚度9,厚度10,分条1起点卷长(mm),分条1终点卷长(mm),分条2起点卷长(mm),分条2终点卷长(mm),卷长,辊压速度(m/min), 辊压记米(m),主轧传动侧主缸辊缝(um), 主轧操作侧主缸辊缝(um),主轧传动侧主缸压力(t), 主轧操作侧主缸压力(t),主轧传动侧上弯缸压力(t),主轧传动侧下弯缸压力(t), 主轧操作侧上弯缸压力(t), 主轧操作侧下弯缸压力(t), 从轧传动侧主缸辊缝(um), 从轧操作侧主缸辊缝(um),从轧传动侧主缸压力(t),从轧操作侧主缸压力(t), 从轧传动侧上弯缸压力(t), 从轧传动侧下弯缸压力(t), 从轧操作侧上弯缸压力(t), 从轧操作侧下弯缸压力(t), 放卷张力(N), 入口pinch(除皱)张力(N), 中间pinch张力(N), 出口pinch(除皱)张力(N), 收卷张力1(N), 收卷张力2(N), 分切张力(N),本机闭环开关状态, 闭环软件与plc连接状态, 辊压机闭环开关状态,辊压机运行状态,辊压机报警信息代号,放卷A轴卷径 ,收卷1B轴卷径 ,收卷2B轴卷径 ,闭环拉伸进料张力 ,闭环拉伸出料张力 ,闭环拉伸A1压力 ,闭环拉伸A2压力 ,闭环拉伸A3压力 ,闭环拉伸A4压力 ,闭环拉伸A5压力 ,闭环拉伸B1压力 ,闭环拉伸B2压力 ,闭环拉伸B3压力 ,闭环拉伸B4压力 ,闭环拉伸B5压力 ,除尘风速1 ,除尘风速2,除尘风速3 ,除尘风速4,除尘风速5,除尘负压1 ,除尘负压2 ,轧辊寿命 ,切刀寿命 ,毛刷寿命 ,CCD外观NG类型 ,是否打标 ,闭环加权左均厚, 闭环加权右均厚,闭环左侧调节量, 闭环右侧调节量, 闭环辊压机距离,闭环最大调节量, 闭环最小调节量, 闭环左侧单位调节量,闭环右侧单位调节量,闭环最大加权趟数, 闭环最小加权趟数, 联动引带状态
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:33:04,-103.790,499.744,1,1.5,139.870,10,139.518,140.222,139.460,139.270,139.550,139.410,139.890,140.010,140.900,140.530,140.180,139.480,24407.94,24479.96,24479.96,24536.7,24803.38,4.99,24.19,462.06,458.76,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:33:09,-103.790,499.744,1,1.5,138.690,10,138.832,138.541,139.430,139.040,138.950,138.400,138.350,138.790,139.410,138.760,138.120,137.620,26018.95,25685.27,25685.27,25212.34,27160.84,29.99,26.14,458.88,455.48,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:33:14,-103.790,499.744,1,1.5,141.020,10,140.695,141.350,140.430,140.160,140.970,140.930,140.980,141.460,142.110,141.800,141.120,140.260,27928.6,28303.43,28303.43,28707.21,29606.45,29.98,28.17,458.88,455.48,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:33:19,-103.790,499.744,1,1.5,136.030,10,135.270,136.788,134.820,134.980,135.300,135.520,135.730,136.200,137.050,137.130,136.950,136.600,30916.69,30690.61,30690.61,30213.68,32049.74,29.99,31.03,458.88,455.48,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:33:24,-103.790,499.744,1,1.5,136.460,10,135.822,137.091,135.210,135.310,136.070,136.190,136.350,136.650,137.450,137.250,137.300,136.790,32807.54,33167.52,33170.7,33680.07,34495.63,29.99,33.25,458.88,452.48,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.98,139.06,1.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:33:28,-103.790,499.744,1,1.5,136.360,10,135.828,136.886,135.140,135.590,136.010,136.080,136.310,136.700,137.280,136.930,136.850,136.670,35936.01,35492.89,35492.89,35047.18,36939.83,29.96,35.91,478.88,460.48,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.26,138.40,1.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:33:43,-104.024,499.744,1,1.5,141.060,10,141.153,140.959,141.510,141.220,141.170,140.950,140.930,141.180,141.260,141.150,140.840,140.380,41446.25,41735.39,41735.39,42020.33,42580.05,19.98,41.66,481.17,469.19,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.90,138.02,1.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:33:57,-104.024,499.852,1,1.5,140.760,10,140.906,140.616,141.000,141.040,140.880,141.010,140.600,140.600,141.150,140.800,140.620,139.920,48971.89,48377.89,48377.89,48016.81,50342.92,39.98,49.21,478.37,467.01,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.75,138.61,0.00,4.16,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:02,-104.024,499.852,1,1.5,141.330,10,140.923,141.731,140.600,140.750,141.040,140.880,141.350,141.560,142.280,141.780,141.680,141.340,51404.04,51943.45,51943.45,52406.09,53673.32,39.98,52.18,470.37,459.01,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.28,138.95,0.00,3.15,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:07,-104.024,499.852,1,1.5,141.050,10,140.945,141.147,140.960,141.070,141.000,140.950,140.740,140.690,141.470,141.480,141.270,140.820,56466.16,55694,55694,54694.14,59908.21,86.44,57.89,461.56,454.20,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.67,139.35,4.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:12,-104.024,499.852,1,1.5,138.210,10,138.199,138.215,139.070,138.050,137.940,138.030,137.910,138.040,138.900,138.430,137.990,137.720,62637.9,63409,63409,65136.92,67816.34,99.98,63.28,458.28,452.58,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.95,139.58,3.14,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:17,-104.024,499.852,1,1.5,139.550,10,138.925,140.177,137.910,138.740,138.870,139.410,139.700,140.140,140.510,140.240,140.380,139.620,72297.95,70991.83,70991.83,69781.05,76005.77,99.98,72.93,466.28,460.22,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.87,139.43,3.39,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:22,-104.024,499.852,1,1.5,139.610,10,139.042,140.171,139.000,138.840,139.040,139.090,139.230,140.120,141.460,140.520,139.650,139.100,78567.15,80140.3,80140.3,81543.92,84191.34,99.98,81.97,474.28,467.59,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.87,139.50,3.38,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:27,-104.024,499.852,1,1.5,141.660,10,141.414,141.895,140.980,140.880,141.360,141.460,142.390,142.270,142.660,141.860,141.790,140.900,88923.52,87338.98,87338.98,86041.78,92539.34,99.98,89.43,474.28,467.59,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.71,139.39,3.86,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:31,-104.024,499.852,1,1.5,141.660,10,141.532,141.775,141.930,141.530,141.000,141.940,141.270,141.610,142.820,141.980,141.370,141.100,95102.53,96400.09,96410.8,97463.79,100526.80,99.98,98.71,466.29,456.59,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.33,139.90,2.02,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:36,-104.024,499.852,1,1.5,139.950,10,138.255,141.648,137.220,137.870,138.140,138.210,139.840,140.830,141.910,141.880,141.810,141.800,104941.2,103898.8,103898.8,102335.2,108664.27,99.98,106.07,463.29,453.59,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.89,140.36,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:41,-104.024,499.852,1,1.5,138.240,10,137.730,138.754,137.450,137.310,137.400,137.880,138.610,139.100,139.840,138.940,138.450,137.430,111515.3,112419.3,112419.3,113972.5,116812.43,99.98,113.39,471.28,455.55,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.12,140.84,0.00,-2.51,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:46,-104.024,499.852,1,1.5,139.760,10,140.109,139.400,139.980,140.060,140.020,140.160,140.320,139.840,140.540,139.810,139.100,137.720,121450.2,120003.4,120003.4,118961,125002.59,99.98,121.63,477.28,455.55,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.78,140.61,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:34:51,-104.024,499.852,1,1.5,140.920,10,141.375,140.476,142.790,141.620,140.660,141.140,140.650,140.670,141.560,140.770,140.090,139.290,127480.7,129087,129087,130129.3,133160.77,99.99,129.19,475.28,466.54,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.70,140.49,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:34:56,-104.024,499.852,1,1.5,141.320,10,141.049,141.582,140.650,140.620,141.190,141.030,141.760,141.960,141.930,141.480,141.150,141.380,137585.1,136447.3,136447.3,135053.9,141329.42,99.98,139.07,475.28,469.55,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.75,140.37,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:35:01,-104.024,499.852,1,1.5,141.920,10,141.198,142.638,140.880,141.070,140.740,141.120,142.170,143.000,143.130,143.200,142.290,141.570,143850.2,145062.5,145062.5,146477.2,149572.25,99.98,146.39,467.28,461.54,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.77,140.41,0.00,0.00,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:35:06,-104.024,499.852,1,1.5,139.700,10,139.384,140.007,139.270,139.020,139.130,139.580,139.930,140.170,140.530,140.510,140.020,138.810,153933.7,152646.4,152646.4,151380.6,157645.83,99.99,155.58,467.28,461.54,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.07,140.85,0.00,-2.56,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:35:21,-104.187,499.852,1,1.5,141.470,10,140.805,142.128,140.780,140.560,140.650,140.770,141.260,142.430,142.910,142.630,141.910,140.760,176377.3,177579,177579,178876.9,182046.34,99.99,179.72,473.81,466.71,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.11,140.83,0.00,-2.50,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:35:34,-104.187,499.897,1,1.5,141.000,10,140.936,141.055,140.640,140.520,141.110,141.290,141.120,141.160,141.570,140.950,141.190,140.400,201362.4,200554,200554,198873.5,205159.67,99.98,203.58,473.81,463.70,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.29,141.03,0.00,-3.09,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:35:39,-104.187,499.897,1,1.5,141.090,10,141.027,141.153,142.020,140.990,140.710,140.700,140.710,141.110,141.590,141.130,140.980,140.950,207914.3,208999.5,208999.5,210413.9,213339.03,99.98,211.06,466.41,458.32,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.24,140.95,0.00,-2.85,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:35:44,-104.187,499.897,1,1.5,138.890,10,138.233,139.557,137.720,138.500,138.140,138.150,138.650,139.300,139.930,139.070,139.580,139.900,217891.7,216530.3,216530.3,215551.6,221572.25,99.99,218.69,466.41,456.31,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.19,140.89,0.00,-2.67,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:35:49,-104.187,499.897,1,1.5,139.090,10,138.414,139.768,138.600,138.150,138.290,138.260,138.770,139.730,141.310,140.080,139.010,138.710,224008.4,225401.8,225401.8,226604.1,229795.13,99.99,227.89,472.40,462.08,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.19,140.68,0.00,-2.04,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:35:54,-104.187,499.897,1,1.5,140.520,10,140.548,140.488,140.470,139.860,140.380,140.770,141.260,140.960,141.050,140.500,140.320,139.620,234081.7,232954,232954,231497,237846.88,99.98,234.26,474.41,462.08,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.25,140.78,0.00,-2.33,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,正向,137,140,143,50.000,2#,负极,2024-03-14 17:35:59,-104.187,499.897,1,1.5,140.860,10,140.909,140.802,141.690,141.050,140.400,140.760,140.650,140.730,141.520,140.630,140.890,140.250,240420.9,241569.9,241569.9,242931.3,245983.92,99.98,244.16,470.12,459.93,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.29,140.88,0.00,-2.64,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
280Ah,E3E2BC1911,1,反向,137,140,143,50.000,2#,负极,2024-03-14 17:36:04,-104.187,499.897,1,1.5,139.520,10,139.025,140.011,138.490,139.040,139.060,138.910,139.630,140.010,140.560,140.100,139.950,139.430,250398.2,249153.9,249153.9,247941,254153.28,99.98,251.48,470.12,459.93,41.90,35.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.25,140.91,0.00,-2.74,5.00,5.00,2.00,-3.00,-3.00,10.00,3.00,无
