产品型号,批次膜卷号,操作员工号,扫描方向,厚度下限,厚度目标,厚度上限,极限偏离,设备编号,正负极,时间,负校准(um),正校准(um),k值,b值,厚度平均值,分区数,左厚度均值,右厚度均值,厚度1,厚度2,厚度3,厚度4,厚度5,厚度6,厚度7,厚度8,厚度9,厚度10,分条1起点卷长(mm),分条1终点卷长(mm),分条2起点卷长(mm),分条2终点卷长(mm),卷长,辊压速度(m/min), 辊压记米(m),主轧传动侧主缸辊缝(um), 主轧操作侧主缸辊缝(um),主轧传动侧主缸压力(t), 主轧操作侧主缸压力(t),主轧传动侧上弯缸压力(t),主轧传动侧下弯缸压力(t), 主轧操作侧上弯缸压力(t), 主轧操作侧下弯缸压力(t), 从轧传动侧主缸辊缝(um), 从轧操作侧主缸辊缝(um),从轧传动侧主缸压力(t),从轧操作侧主缸压力(t), 从轧传动侧上弯缸压力(t), 从轧传动侧下弯缸压力(t), 从轧操作侧上弯缸压力(t), 从轧操作侧下弯缸压力(t), 放卷张力(N), 入口pinch(除皱)张力(N), 中间pinch张力(N), 出口pinch(除皱)张力(N), 收卷张力1(N), 收卷张力2(N), 分切张力(N),本机闭环开关状态, 闭环软件与plc连接状态, 辊压机闭环开关状态,辊压机运行状态,辊压机报警信息代号,放卷A轴卷径 ,收卷1B轴卷径 ,收卷2B轴卷径 ,闭环拉伸进料张力 ,闭环拉伸出料张力 ,闭环拉伸A1压力 ,闭环拉伸A2压力 ,闭环拉伸A3压力 ,闭环拉伸A4压力 ,闭环拉伸A5压力 ,闭环拉伸B1压力 ,闭环拉伸B2压力 ,闭环拉伸B3压力 ,闭环拉伸B4压力 ,闭环拉伸B5压力 ,除尘风速1 ,除尘风速2,除尘风速3 ,除尘风速4,除尘风速5,除尘负压1 ,除尘负压2 ,轧辊寿命 ,切刀寿命 ,毛刷寿命 ,CCD外观NG类型 ,是否打标 ,闭环加权左均厚, 闭环加权右均厚,闭环左侧调节量, 闭环右侧调节量, 闭环辊压机距离,闭环最大调节量, 闭环最小调节量, 闭环左侧单位调节量,闭环右侧单位调节量,闭环最大加权趟数, 闭环最小加权趟数, 联动引带状态
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:58:03,-7.259,497.628,1,5.5,139.720,10,139.908,139.538,139.060,140.140,140.190,139.950,140.210,139.780,139.500,139.480,139.520,139.420,951406.4,950385.1,950385.1,948799.9,955107.94,99.98,956.86,465.77,607.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.89,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:58:18,-7.613,497.628,1,5.5,140.220,10,140.259,140.194,139.540,140.440,140.470,140.040,140.790,140.690,140.120,139.770,140.070,140.310,973733.9,975286.7,975286.7,976329.3,979467.63,99.99,979.07,465.77,607.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.89,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:58:32,-7.613,497.545,1,5.5,140.110,10,139.966,140.250,139.260,140.320,140.450,139.880,139.930,140.340,140.430,140.190,140.180,140.100,998646.3,997412.5,997412.5,996061.4,1002731.13,99.99,1003.89,464.58,606.20,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.90,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:58:37,-7.613,497.545,1,5.5,140.210,10,140.057,140.372,138.860,140.390,140.850,140.260,139.920,140.570,140.610,140.620,140.280,139.780,1004901,1006571,1006571,1007773,1010623.94,99.99,1011.09,464.58,606.20,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:58:42,-7.613,497.545,1,5.5,139.930,10,139.980,139.883,138.680,139.660,140.020,140.630,140.900,140.650,139.800,139.590,139.870,139.510,1015081,1013624,1013624,1012581,1018835.81,99.98,1020.78,465.19,605.39,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:58:47,-7.613,497.545,1,5.5,139.720,10,139.889,139.548,138.980,139.640,140.350,140.320,140.150,139.620,139.650,139.630,139.640,139.210,1021559,1022868,1022868,1024038,1027090.75,99.98,1028.21,465.19,605.39,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:58:51,-7.613,497.545,1,5.5,139.850,10,139.960,139.740,138.850,139.800,140.440,140.560,140.140,139.600,139.270,139.890,140.180,139.760,1031537,1030239,1030239,1029037,1035281.19,99.98,1035.56,465.45,607.53,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.90,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:58:56,-7.613,497.545,1,5.5,140.270,10,140.175,140.356,139.370,140.010,140.010,140.380,141.110,140.980,140.320,140.310,140.410,139.760,1037824,1039377,1039377,1040419,1043621.06,99.98,1045.26,465.45,607.53,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.90,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:59:01,-7.613,497.545,1,5.5,140.100,10,140.088,140.118,138.780,140.000,140.630,140.520,140.500,140.460,140.850,140.350,139.760,139.180,1048546,1046514,1046514,1045408,1051705.25,99.98,1052.71,464.88,605.79,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:59:06,-7.613,497.545,1,5.5,139.620,10,139.528,139.727,138.890,140.220,139.690,139.230,139.600,140.150,140.030,139.450,139.470,139.520,1054237,1055801,1055801,1056833,1059928.00,99.98,1060.36,464.88,605.79,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:59:11,-7.613,497.545,1,5.5,139.630,10,139.807,139.444,138.960,139.800,139.880,139.920,140.480,140.450,139.290,138.960,139.060,139.460,1064417,1063162,1063162,1061822,1068129.50,99.98,1070.12,466.26,607.06,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.90,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:59:16,-7.613,497.545,1,5.5,140.140,10,140.218,140.057,138.990,139.890,140.940,140.850,140.420,140.540,140.380,140.560,140.100,138.710,1070651,1072310,1072310,1073246,1076341.13,99.99,1077.57,466.26,607.06,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.90,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:59:21,-7.613,497.545,1,5.5,140.100,10,139.955,140.256,139.070,139.460,139.820,140.580,140.840,140.700,140.190,140.300,140.530,139.560,1080830,1079384,1079384,1078522,1084564.00,99.99,1085.07,465.15,607.10,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:59:26,-7.613,497.545,1,5.5,139.770,10,139.487,140.047,138.520,138.920,139.670,140.010,140.310,140.300,139.570,139.610,140.320,140.440,1087064,1088617,1088617,1089787,1092776.00,99.99,1094.68,465.15,607.10,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:59:31,-7.613,497.545,1,5.5,139.710,10,139.746,139.668,138.470,139.860,140.420,140.060,139.920,139.960,140.210,140.030,139.420,138.730,1097297,1095786,1095786,1094776,1101381.50,99.98,1102.07,466.95,606.45,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:59:36,-7.613,497.545,1,5.5,139.770,10,140.172,139.361,139.600,140.170,140.010,140.360,140.720,140.550,140.030,139.070,138.800,138.350,1103477,1105041,1105041,1106073,1109232.00,99.99,1109.42,466.95,606.45,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:59:41,-7.613,497.545,1,5.5,140.060,10,139.824,140.304,139.370,140.070,139.970,139.740,139.960,140.820,140.680,140.260,139.990,139.780,1113912,1112253,1112253,1111157,1117465.25,99.98,1119.25,465.87,608.87,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:59:56,-8.013,497.545,1,5.5,140.280,10,140.443,140.117,139.620,139.990,140.580,140.980,141.040,140.960,140.060,139.920,139.900,139.750,1136506,1137655,1137655,1138889,1141834.88,99.98,1143.31,465.87,608.87,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.92,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:09,-8.013,497.636,1,5.5,139.860,10,139.720,139.992,138.980,139.490,139.970,139.820,140.340,140.830,140.350,140.020,139.540,139.220,1161025,1159695,1159695,1158429,1164748.00,99.98,1165.57,465.49,606.74,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.96,139.92,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:00:14,-8.013,497.636,1,5.5,139.700,10,139.550,139.840,138.760,139.620,140.010,139.630,139.740,140.120,140.010,139.910,139.800,139.360,1167258,1168843,1168843,1169854,1172991.75,99.98,1172.94,465.49,606.74,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.96,139.93,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:19,-8.013,497.636,1,5.5,139.670,10,139.840,139.505,139.100,139.590,139.870,140.110,140.530,140.350,139.650,139.010,139.340,139.170,1177534,1175981,1175981,1174949,1181214.63,99.98,1183.03,467.51,608.16,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.92,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:00:24,-8.013,497.636,1,5.5,140.130,10,140.354,139.908,139.110,140.090,140.730,141.070,140.770,140.480,140.080,140.100,139.920,138.960,1183821,1185491,1185491,1186672,1189490.25,99.98,1190.42,467.51,608.16,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.94,139.91,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:29,-8.013,497.636,1,5.5,140.370,10,140.053,140.685,139.170,139.690,140.340,140.420,140.650,140.730,140.430,140.770,140.930,140.570,1193958,1192501,1192501,1191628,1197702.50,99.99,1197.80,465.64,609.49,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.92,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:00:34,-8.013,497.636,1,5.5,140.150,10,139.936,140.367,138.400,139.540,140.140,140.830,140.770,140.450,139.870,140.120,140.830,140.560,1200181,1201744,1201744,1203149,1205925.00,99.99,1207.65,465.64,609.49,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.93,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:39,-8.013,497.636,1,5.5,139.920,10,139.930,139.918,138.580,140.040,140.560,140.440,140.030,140.180,140.280,140.400,139.740,138.980,1210446,1209020,1209020,1208191,1214136.75,99.99,1215.02,466.61,606.65,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.94,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:00:44,-8.013,497.636,1,5.5,139.580,10,139.898,139.264,139.280,140.020,140.280,139.840,140.070,140.110,139.700,138.930,138.850,138.720,1216701,1218158,1218158,1219200,1222370.38,99.99,1222.41,466.61,606.65,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.94,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:49,-8.013,497.636,1,5.5,139.900,10,139.691,140.114,139.180,140.120,139.910,139.440,139.800,140.120,140.170,140.190,140.040,140.050,1226891,1225423,1225423,1224285,1230752.50,99.99,1232.36,466.72,610.27,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.93,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:00:54,-8.013,497.636,1,5.5,140.300,10,140.019,140.587,138.960,140.100,140.660,140.320,140.060,140.320,140.820,140.710,140.800,140.300,1233114,1234582,1234582,1235710,1238783.63,99.98,1239.48,466.72,610.27,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.93,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:00:59,-8.013,497.636,1,5.5,140.020,10,139.951,140.085,138.970,139.520,140.340,140.260,140.680,140.390,140.040,139.990,140.250,139.750,1243305,1241837,1241837,1240698,1247017.00,99.98,1249.44,466.86,606.93,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.95,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 01:01:04,-8.013,497.636,1,5.5,139.550,10,139.652,139.449,138.900,139.600,140.020,140.010,139.730,139.490,139.180,139.550,139.730,139.310,1249581,1251219,1251219,1252059,1255260.88,99.98,1256.90,466.86,606.93,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.95,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 01:01:09,-8.013,497.636,1,5.5,139.680,10,139.700,139.657,138.750,139.680,140.350,140.090,139.640,139.570,139.340,139.710,140.090,139.570,1259707,1258261,1258261,1257218,1263483.63,99.98,1264.22,467.64,609.82,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.95,139.94,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
