产品型号,批次膜卷号,操作员工号,扫描方向,厚度下限,厚度目标,厚度上限,极限偏离,设备编号,正负极,时间,负校准(um),正校准(um),k值,b值,厚度平均值,分区数,左厚度均值,右厚度均值,厚度1,厚度2,厚度3,厚度4,厚度5,厚度6,厚度7,厚度8,厚度9,厚度10,分条1起点卷长(mm),分条1终点卷长(mm),分条2起点卷长(mm),分条2终点卷长(mm),卷长,辊压速度(m/min), 辊压记米(m),主轧传动侧主缸辊缝(um), 主轧操作侧主缸辊缝(um),主轧传动侧主缸压力(t), 主轧操作侧主缸压力(t),主轧传动侧上弯缸压力(t),主轧传动侧下弯缸压力(t), 主轧操作侧上弯缸压力(t), 主轧操作侧下弯缸压力(t), 从轧传动侧主缸辊缝(um), 从轧操作侧主缸辊缝(um),从轧传动侧主缸压力(t),从轧操作侧主缸压力(t), 从轧传动侧上弯缸压力(t), 从轧传动侧下弯缸压力(t), 从轧操作侧上弯缸压力(t), 从轧操作侧下弯缸压力(t), 放卷张力(N), 入口pinch(除皱)张力(N), 中间pinch张力(N), 出口pinch(除皱)张力(N), 收卷张力1(N), 收卷张力2(N), 分切张力(N),本机闭环开关状态, 闭环软件与plc连接状态, 辊压机闭环开关状态,辊压机运行状态,辊压机报警信息代号,放卷A轴卷径 ,收卷1B轴卷径 ,收卷2B轴卷径 ,闭环拉伸进料张力 ,闭环拉伸出料张力 ,闭环拉伸A1压力 ,闭环拉伸A2压力 ,闭环拉伸A3压力 ,闭环拉伸A4压力 ,闭环拉伸A5压力 ,闭环拉伸B1压力 ,闭环拉伸B2压力 ,闭环拉伸B3压力 ,闭环拉伸B4压力 ,闭环拉伸B5压力 ,除尘风速1 ,除尘风速2,除尘风速3 ,除尘风速4,除尘风速5,除尘负压1 ,除尘负压2 ,轧辊寿命 ,切刀寿命 ,毛刷寿命 ,CCD外观NG类型 ,是否打标 ,闭环加权左均厚, 闭环加权右均厚,闭环左侧调节量, 闭环右侧调节量, 闭环辊压机距离,闭环最大调节量, 闭环最小调节量, 闭环左侧单位调节量,闭环右侧单位调节量,闭环最大加权趟数, 闭环最小加权趟数, 联动引带状态
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:49:55,-4.694,497.837,1,5.5,139.380,10,139.416,139.351,137.180,139.420,140.170,140.160,140.150,140.020,140.080,139.830,139.220,137.610,139481.3,137853.4,137853.4,136704.5,143012.77,99.98,141.63,457.44,596.95,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.45,140.42,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:50:09,-5.292,497.837,1,5.5,140.360,10,140.219,140.508,138.300,139.510,140.570,141.320,141.390,140.850,140.560,140.620,140.770,139.730,161639,163191.4,163191.4,164425.6,167393.56,99.98,166.25,457.44,596.95,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.37,140.34,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:50:23,-5.292,497.749,1,5.5,139.890,10,139.888,139.889,137.970,140.040,140.520,140.310,140.590,140.880,140.600,140.100,139.600,138.270,186572.8,185296.2,185296.2,183977.2,190327.73,99.98,190.70,456.60,597.04,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.36,140.35,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:50:28,-5.292,497.749,1,5.5,139.860,10,139.923,139.792,138.120,139.800,140.410,140.440,140.840,141.180,140.990,139.860,138.930,138.000,192806.4,194433.7,194433.7,195401.5,198869.56,99.98,198.07,456.60,597.04,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.32,140.32,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:50:33,-5.292,497.749,1,5.5,139.960,10,139.662,140.260,138.280,139.190,139.920,139.940,140.980,141.280,140.630,140.270,139.720,139.400,202986,201528.9,201528.9,200497.1,206730.58,99.98,205.47,457.06,597.68,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.30,140.29,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:50:38,-5.292,497.749,1,5.5,139.940,10,139.708,140.168,137.570,139.200,140.310,140.870,140.600,140.500,140.290,140.680,140.350,139.030,209358.2,210772.9,210772.9,211857.8,214964.03,99.99,215.27,457.06,597.68,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.26,140.28,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:50:43,-5.292,497.749,1,5.5,139.720,10,139.903,139.545,138.240,139.350,140.260,140.890,140.780,140.520,139.920,139.500,139.440,138.340,219399.9,217942.5,217942.5,217219.1,223186.56,99.98,222.36,458.01,596.41,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.23,140.28,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:50:48,-5.292,497.749,1,5.5,139.630,10,139.934,139.325,138.140,139.410,140.400,140.610,141.110,140.340,139.540,139.620,139.120,138.010,225729,227186.4,227186.4,228494.8,231398.92,99.99,229.77,458.01,596.41,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.21,140.24,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:50:53,-5.292,497.749,1,5.5,139.800,10,139.667,139.930,138.060,139.720,140.320,140.140,140.100,140.220,140.520,140.490,139.760,138.670,236005,234472.9,234472.9,233483.6,239791.77,99.98,239.57,457.62,599.31,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.20,140.19,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:50:58,-5.292,497.749,1,5.5,140.070,10,139.895,140.244,138.340,139.710,140.250,140.460,140.720,140.940,140.600,139.950,140.300,139.440,242153.4,243706.4,243706.4,244738.3,247822.92,99.98,246.86,457.62,599.31,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.17,140.18,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:51:03,-5.292,497.749,1,5.5,139.730,10,139.826,139.638,138.090,139.890,140.400,140.240,140.510,140.800,140.470,139.650,139.150,138.120,252333.2,250982.3,250982.3,249727.2,256067.09,99.99,256.46,460.38,597.07,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.16,140.18,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:51:08,-5.292,497.749,1,5.5,139.750,10,140.106,139.391,138.680,140.120,140.900,140.490,140.350,140.500,140.110,139.730,138.760,137.850,258566.6,260194.2,260194.2,261151.4,264289.53,99.98,263.63,460.38,597.07,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.14,140.16,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:51:13,-5.292,497.749,1,5.5,139.880,10,139.953,139.809,138.700,140.020,140.170,140.260,140.610,140.540,140.080,139.640,139.620,139.170,268746.6,267289.5,267289.5,266247,272576.00,99.98,271.03,459.97,599.96,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.14,140.12,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:51:17,-5.292,497.749,1,5.5,140.230,10,140.151,140.319,138.430,139.750,140.820,140.910,140.840,140.660,140.580,140.730,140.630,138.990,275160.8,276532.9,276532.9,277607.2,280734.69,99.98,280.93,459.97,601.96,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.11,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:51:22,-5.292,497.749,1,5.5,140.040,10,140.116,139.971,137.930,139.290,140.580,141.350,141.430,140.620,140.320,140.420,139.950,138.540,285255.4,0,0,282660,288967.91,99.98,288.55,459.92,599.94,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.12,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:51:27,-5.292,497.749,1,5.5,139.860,10,139.949,139.773,138.790,139.680,140.290,140.210,140.780,140.740,139.900,139.500,139.450,139.270,291489.1,292946.3,292946.3,294243.9,297296.72,99.98,295.83,459.92,599.94,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.11,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:51:32,-5.292,497.749,1,5.5,139.810,10,139.763,139.851,137.860,139.770,140.630,140.500,140.040,140.160,140.310,140.030,139.860,138.900,302094,300211.4,300211.4,299243.5,305370.38,99.99,305.03,460.12,601.47,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.10,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:51:47,-5.931,497.749,1,5.5,140.460,10,140.462,140.457,139.040,139.960,140.770,141.180,141.360,140.780,140.550,140.450,140.490,140.020,324198.3,325559.7,325559.7,326697.8,329782.66,99.98,329.43,460.12,601.47,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.11,140.09,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:01,-5.931,497.699,1,5.5,140.350,10,140.151,140.551,138.510,140.170,141.030,140.670,140.380,140.730,141.100,141.090,140.300,139.540,348940.3,347504.4,347504.4,346440.5,352706.13,99.99,353.63,459.27,600.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.12,140.10,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:06,-5.931,497.699,1,5.5,140.290,10,140.151,140.430,138.750,140.290,140.600,140.380,140.730,141.220,140.920,140.480,140.150,139.380,355375.9,356726.9,356726.9,357758.7,360928.59,100.01,361.01,459.27,600.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.12,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:11,-5.931,497.699,1,5.5,140.040,10,140.034,140.047,138.150,139.860,140.440,140.760,140.950,141.340,140.620,140.010,139.510,138.750,365449.3,364502.8,364502.8,362854.2,369140.78,99.99,368.27,459.34,599.17,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.13,140.13,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:16,-5.931,497.699,1,5.5,139.830,10,139.995,139.674,138.550,140.140,140.880,140.220,140.180,140.150,140.060,140.080,139.550,138.520,371640.7,373661.6,373661.6,374278.6,377374.09,99.98,377.24,459.34,599.17,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.12,140.13,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:21,-5.931,497.699,1,5.5,139.890,10,139.768,140.022,138.200,139.450,140.180,140.330,140.680,140.510,139.940,139.950,140.180,139.520,381863.2,380405.9,380405.9,379374.1,385596.69,99.98,384.57,459.52,600.89,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.12,140.11,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:25,-5.931,497.699,1,5.5,140.190,10,140.065,140.318,138.520,139.690,140.390,140.840,140.880,140.840,140.630,140.500,140.460,139.160,388288.1,389649.7,389649.7,390777.3,393798.25,99.98,393.96,459.52,600.89,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.11,140.11,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:30,-5.931,497.699,1,5.5,140.010,10,139.834,140.192,137.930,139.180,140.420,140.800,140.840,140.840,140.380,140.590,140.240,138.900,398255.3,396819,396819,395755.2,402021.00,99.99,401.40,459.54,599.13,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.11,140.12,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:35,-5.931,497.699,1,5.5,139.680,10,139.608,139.741,138.590,139.490,139.710,139.990,140.270,140.500,139.970,139.510,139.380,139.350,404509.9,406148.3,406148.3,407105.7,410264.91,99.99,411.05,459.54,599.13,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.10,140.12,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:40,-5.931,497.699,1,5.5,139.550,10,139.667,139.427,138.070,139.780,140.070,140.100,140.310,140.040,139.790,139.560,139.220,138.530,414690.1,413243.2,413243.2,412200.9,418455.81,100.01,418.42,460.60,600.33,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.09,140.11,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:45,-5.931,497.699,1,5.5,140.130,10,140.270,139.984,138.800,140.100,140.560,140.840,141.050,140.930,140.900,140.130,139.550,138.410,421019,422476.4,422476.4,423518.8,426677.97,99.98,425.54,460.60,600.33,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.07,140.09,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,反向,137,140,143,50.000,4#,负极,2024-03-21 00:52:50,-5.931,497.699,1,5.5,139.960,10,139.754,140.165,138.730,139.440,139.930,140.130,140.540,141.060,140.540,140.240,139.720,139.260,431209.6,429890.8,429880.2,428603.7,434911.81,99.99,434.70,459.59,600.58,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.08,140.09,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
280Ah,E3L2BC2431,4,正向,137,140,143,50.000,4#,负极,2024-03-21 00:52:55,-5.931,497.699,1,5.5,139.680,10,139.366,139.992,137.720,138.820,140.010,139.980,140.300,140.560,139.920,140.130,140.090,139.260,437762.3,439038.8,439038.8,440038.7,443134.41,99.98,441.82,459.59,600.58,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.07,140.09,0.00,0.00,5.00,5.00,0.50,-1.00,-1.00,10.00,3.00,无
